"crsp_fundno","caldt","alpha_ann","alpha_ann_lag","age_months_lag","manager_tenure_lag","tna_latest_lag","turn_ratio_lag","exp_ratio_lag","flow_ann_lag","flowvol_ann_lag","alpha_t_lag","mktrf_t_lag","smb_t_lag","hml_t_lag","rmw_t_lag","cma_t_lag","umd_t_lag","r2_lag","value_added_ann_lag"
50782,2025-12-31,0.102499021972415,0.00583794738757443,171,14.9166666666667,4118.7,0.33,0.0091,0.156505425284528,0.167514838533785,0.0761488329013297,13.2507551811493,-0.624465445538346,0.399235047395617,-0.197304887207593,-1.45207531358569,-1.47445426854927,0.89693112140688,67.2919571454893
50828,2015-12-31,0.0165011501517109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50828,2017-12-29,0.0222442417681136,0.0165011501517109,63,NA,6.7,0.22,0.0122,1.05777646337764,1.12428838109701,-0.773666793847172,11.9266522286463,-1.03079159012102,-1.18392012242693,-1.85160818571847,-2.85006173998016,-0.982548893605227,0.871967597770403,0.255010558975228
50828,2018-12-31,0.0574190616657158,0.0222442417681136,87,NA,24.4,0.46,0.0113,-0.189522499537947,0.119669234621612,0.792555745964637,10.740781844918,-3.22905767660966,-1.79274349995753,-1.67427962127234,-3.61644581538555,-1.64310595388232,0.902284516342757,0.945090260766728
50828,2019-12-31,0.0321994585432857,0.0574190616657158,99,NA,17.8,0.27,0.0109,-0.325639327696233,0.244547460652922,1.63254686961441,9.13410746104798,-2.22390273179546,-1.7236718930896,-2.15409923512103,-5.33313370083493,-0.52599929827312,0.90568357308129,1.44522689938533
50828,2020-12-31,0.0842948424216491,0.0321994585432857,111,9.91666666666667,18.8,0.41,0.0102,-0.273570051530879,0.117673533900712,0.96325984928531,9.06743001845645,-1.69070281808694,-0.45332815862547,-1.05684630333154,-4.05534456439092,-0.0353010115037027,0.892886504313176,0.810257558900292
50828,2021-12-31,0.0766570635489521,0.0842948424216491,123,10.9166666666667,54.1,0.41,0.0101,0.970101345104952,0.800415293559384,1.28694095380115,15.9966504470918,-0.249838754408424,-1.93745842145397,0.10773173093727,-2.1760810537224,0.329616723528335,0.94114352959578,1.48005352832256
50828,2022-12-30,-0.116128766259747,0.0766570635489521,135,11.9166666666667,40.7,0.51,0.01,-0.334506764152464,0.150744329217678,2.33672393177957,17.4149364912368,-1.07937666488951,-2.77244345119513,-0.791006829040293,-1.51669867790467,-1.18909629789294,0.94971639932902,4.01017537004325
50828,2023-12-29,0.114445176886902,-0.116128766259747,147,12.9166666666667,19.4,0.36,0.0097,-0.233460396547083,0.0768732164726391,0.715430738676315,20.551543884061,-1.82792330877301,-3.55411770261602,-1.3134914918495,-1.50936621070153,-1.76799566861347,0.959579524229225,-3.13029327957309
50828,2024-12-31,-0.00600437399343539,0.114445176886902,159,13.9166666666667,24.9,0.37,0.0091,-0.216781951525937,0.0344742815739276,1.44398531482015,16.6329944573308,-2.4152572758527,-1.47964853174198,-2.99050656642441,-2.64134929014072,-1.93730984001333,0.943709669194095,2.55434006684734
56170,2016-12-30,0.0618302554435658,NA,40,NA,5.5,NA,NA,-0.0793482184803329,0.199635326442759,-0.085525956729026,16.4637915804969,-2.91326090374948,-0.747274276471891,-2.44743946928139,-3.08753142888008,-1.31718822457029,0.922234597151835,NA
56170,2018-12-31,0.0843627525602837,0.0618302554435658,52,NA,6,NA,NA,0.00785249665075691,0.135298662725794,0.607830787575477,13.2059859676114,-2.79849259328086,-1.21971196596679,-1.28831794057899,-2.69759430486933,-1.02323152722367,0.909443940743097,NA
56170,2019-12-31,0.0196331722304611,0.0843627525602837,76,NA,15.5,NA,NA,0.240033984794562,0.259437878398822,1.50648606759163,9.30006943236081,-0.645721685710485,-1.3032177475917,-0.655159463840123,-4.57755964681894,1.3343157894257,0.899641184364471,NA
56170,2020-12-31,0.0420479720723353,0.0196331722304611,88,NA,21.5,NA,NA,0.0418177659714618,0.168477382652553,0.398046472245899,11.4037997803038,-1.73297721448429,-0.944566484677152,-2.20170872737566,-5.78624279979442,0.444450610493592,0.935983240911052,NA
56170,2021-12-31,0.128394801324671,0.0420479720723353,100,NA,27.3,NA,NA,-0.169030750461174,0.237307407141123,0.835253538219748,19.2528754080937,-0.206035544382842,-1.91451734564783,-1.73858655684709,-3.85027300478489,1.287843657578,0.958251284498558,NA
56170,2022-12-30,-0.0588252757650309,0.128394801324671,112,NA,30.7,NA,NA,-0.0677893519691504,0.0940355040140854,1.75753610201424,17.3314864753146,1.03116407019272,-3.46254358200177,0.0591951116709801,-2.4557987313343,0.694189452993475,0.951313108868593,NA
56170,2023-12-29,0.0947389155677437,-0.0588252757650309,124,NA,17.8,NA,NA,-0.0694322188224009,0.0899922768147232,0.635720450298944,20.8231760807994,-0.555437645166864,-3.36528149617553,-0.819727590839693,-1.10738418470643,-0.188144202933408,0.958408572404204,NA
56170,2024-12-31,-0.0360041429393363,0.0947389155677437,136,NA,26.2,NA,NA,-0.00924848762899903,0.134937117880894,0.945067690027591,17.8921630607648,-1.39269536635662,-2.43429447696805,-2.0420438867264,-1.49827686255432,-1.15880593832045,0.946045099882977,NA
56170,2025-12-31,0.00674792954421433,-0.0360041429393363,148,NA,29.9,NA,NA,-0.102216174724316,0.081822676918933,-0.450712434907137,20.9463422520913,-3.57163978146919,-1.01176725672101,-2.5429539065811,-2.12496571275258,-2.80907473044817,0.958805422825303,NA
56744,2016-12-30,0.0892730744115478,NA,37,3.91666666666667,12.6,0.55,0.0111,0.806840700824893,0.25501168167568,1.47077993130995,11.247813898511,-0.169444185902983,-0.542220680884388,-2.16495686060791,-2.0395748710985,-0.21019068342438,0.857515045524234,NA
56744,2017-12-29,0.0916571128134984,0.0892730744115478,49,4.91666666666667,6.1,0.4,0.0107,0.0135765065714077,1.06628119671818,1.77395021618454,11.3880335523836,-1.11058370957454,-0.638260771983536,-1.72883140706027,-2.55343020379711,0.0374553804766131,0.886367165658906,0.668166082153726
56744,2018-12-31,0.0300757225694961,0.0916571128134984,61,5.91666666666667,23.1,0.28,0.0101,1.06285506035561,0.183802987850324,1.81341785490512,8.58773910948579,-1.41576394940251,-1.03676781846661,-1.22123790495222,-2.70511673856659,-0.578098400367481,0.84043133415617,0.802710327466198
56744,2019-12-31,0.0761006531415666,0.0300757225694961,73,6.91666666666667,110.5,0.4,0.0099,1.6998673174391,0.683368437712057,1.82925038198158,7.9484012043768,-0.566261147863714,-0.846825962174382,-1.03999666903627,-4.1759631534357,0.32441081149705,0.866921485533843,1.49197848290677
56744,2020-12-31,0.100440105457046,0.0761006531415666,85,7.91666666666667,152.9,0.12,0.0097,-0.0199024624553811,0.163731144730879,1.16826059807132,9.43252159523859,-1.18578025973432,-0.34769408617996,-1.12263957167732,-3.93556648064401,0.0551868770366154,0.897644872349882,11.2443510778248
56744,2021-12-31,0.102051025330353,0.100440105457046,97,8.91666666666667,140.2,0.18,0.0093,-0.236603757681243,0.4237758334587,1.48825756540968,17.851349574761,0.230582705276198,-1.43933514202033,-0.915216586603539,-2.45896372317117,0.687856024041885,0.952420770966823,17.4972147299514
