"crsp_fundno","caldt","alpha_ann","alpha_ann_lag","age_months_lag","manager_tenure_lag","tna_latest_lag","turn_ratio_lag","exp_ratio_lag","flow_ann_lag","flowvol_ann_lag","alpha_t_lag","mktrf_t_lag","smb_t_lag","hml_t_lag","rmw_t_lag","cma_t_lag","umd_t_lag","r2_lag","value_added_ann_lag"
2756,2004-12-31,-0.128794022239195,0,-0.444576330596706,-0.350264731654521,-0.424581491002785,0.301139048522859,-0.552480859109286,1.10706533867215,-0.0380274367487265,0.114699778278568,-2.18349996332774,0.539304254330682,3.0173875876043,-1.0750030868655,-0.912859621863589,1.1673837017985,-1.13236064333617,0
3229,2004-12-31,-0.08371179257397,0,-0.502474038268797,-0.0711475236173246,-0.389559279380687,-0.10818847934364,0.293328408491698,0.141779588948021,0.554692105073549,-0.840703314884054,0.722056814020484,-0.0183664719710751,-0.522584504848755,0.427714804654209,-0.226011242806529,0.368362770387424,0.227069893200377,0
3230,2004-12-31,-0.0897624241481313,-1.09917544170382,-0.398258164459034,-0.0711475236173246,-0.364246195733031,-0.10818847934364,0.34212509700714,3.00819260887471,3.69054270483779,-0.937749039566121,0.710372302959272,0.0357478881336482,-0.411368902783382,0.451771710538906,-0.280010892181458,0.320376257743379,0.224063346265648,0.0120214471377065
3233,2004-12-31,-0.0847703897202718,-1.11295760748853,1.83659335168367,0.207969684419871,2.10343270534288,-0.10818847934364,-0.357294105047521,-0.131343990512087,-0.0685951711802842,-0.835419822360038,0.704242291775926,0.0540271300720104,-0.435731736483001,0.481079663585438,-0.26412404271727,0.306453059759436,0.22117944868733,-2.66555036112227
4327,2004-12-31,-0.0536844114408201,-0.765102383257419,2.09134326544087,-0.908499147728913,1.84111287274765,-0.335179199342335,-0.471153044916884,-0.393221551890026,-0.0775191145545877,-0.332555588645495,1.18407474842385,0.623500108112265,0.220947465445749,0.348917421004261,-0.545341503979846,-0.323321972311828,0.386609078535538,-1.72035330505136
4328,2004-12-31,-0.0614315165363477,-0.843663689306144,0.539684699828837,-0.908499147728913,2.13776140782395,-0.335179199342335,1.0415442990618,-0.620362738898631,-0.40338520635804,-0.48744987093194,1.19202104106171,0.623338948140737,0.217268640424972,0.351222703692672,-0.545085346031696,-0.323127447890234,0.387505937662672,-1.9113471549155
4329,2004-12-31,-0.0608079050153876,-0.840088304657463,0.539684699828837,-0.908499147728913,0.26771400903207,-0.335179199342335,0.732498605130671,-0.583459056819551,-0.392021381947789,-0.479394014850883,1.17970981593014,0.619690705503866,0.22238403161302,0.346583156460214,-0.545381330848111,-0.32114412929469,0.385965466263302,-0.484889086716629
4330,2004-12-31,-0.0502019070697232,-0.730946322286406,0.0649234969176928,-0.908499147728913,-0.25865942901096,-0.335179199342335,-0.959119930071298,-0.381796243944781,-0.340070897498823,-0.271074964450013,1.18322398471905,0.613584628610142,0.216674555105258,0.350958816521252,-0.538693230575169,-0.325543553290847,0.386416068690586,-0.0600529827130863
4337,2004-12-31,0.0261697386377782,-0.160955917996358,-0.409837705993452,0,-0.364939704874063,-0.35378499606354,-1.31696231251787,-0.660982464698554,-0.36587881757781,-0.816639929877446,-0.189350333127237,-0.105358969991557,0.662889708351356,0.290344468069436,-0.607967414750263,-0.0623131634436619,0.0596118197138777,0.0508961843222774
4338,2004-12-31,0.0144301300870068,-0.275110531766347,-0.409837705993452,0,-0.335292189094959,-0.35378499606354,-0.0970450996318329,-0.614354977903297,-0.392280783401893,-0.941993433060895,-0.143485832512788,-0.183620285790611,0.612101705602369,0.307928999301785,-0.507565433044798,-0.0460366235060409,0.0606304009365303,0.0410700777148096
4339,2004-12-31,0.0212310163491301,-0.255105971066694,-0.409837705993452,0,-0.381063792403049,-0.35378499606354,-0.113310662470313,-0.654788481103495,-0.36565776686181,-0.907513211769499,-0.144574270616925,-0.158269324578145,0.610005322524535,0.271917028043934,-0.576261910029547,0.00415891285232651,0.0623175187120489,0.0542235653595399
4607,2004-12-31,0.113896258042853,2.26708544843178,0.180718912261874,-0.908499147728913,-0.0982854401473888,0.323466004588304,-0.942854367232818,0.214880275133105,0.181643379836348,0.730528922639841,-0.75594392450571,-0.453113914497634,-0.173294083677946,-1.44402970144303,-0.274815202341278,0.848288395190348,0.171904642473985,0.50742481630855
